Mod:Item:MetaData, Localized Name
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
conarm:helmet_core:0, Electrical Helmet Core
conarm:helmet_core:0, Energetic Helmet Core
conarm:helmet_core:0, Vibrant Helmet Core
conarm:helmet_core:0, Red Helmet Core
conarm:helmet_core:0, Conductive Helmet Core
conarm:helmet_core:0, Pulsating Helmet Core
conarm:helmet_core:0, Dark Helmet Core
conarm:helmet_core:0, Souled Helmet Core
conarm:helmet_core:0, Helmet Core of the End
conarm:helmet_core:0, Fake-Iron Helmet Core
conarm:helmet_core:0, Naga Scale Helmet Core
conarm:helmet_core:0, Steeleaf Helmet Core
conarm:helmet_core:0, Fiery Helmet Core
conarm:helmet_core:0, Knightly Helmet Core
conarm:helmet_core:0, Wooden Helmet Core
conarm:helmet_core:0, Stone Helmet Core
conarm:helmet_core:0, Flint Helmet Core
conarm:helmet_core:0, Cactus Helmet Core
conarm:helmet_core:0, Bone Helmet Core
conarm:helmet_core:0, Obsidian Helmet Core
conarm:helmet_core:0, Prismarine Helmet Core
conarm:helmet_core:0, End Helmet Core
conarm:helmet_core:0, Paper Helmet Core
conarm:helmet_core:0, Sponge Helmet Core
conarm:helmet_core:0, Firewood Helmet Core
conarm:helmet_core:0, Iron Helmet Core
conarm:helmet_core:0, Pig Iron Helmet Core
conarm:helmet_core:0, Knightslime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Magma Slime Helmet Core
conarm:helmet_core:0, Netherrack Helmet Core
conarm:helmet_core:0, Cobalt Helmet Core
conarm:helmet_core:0, Ardite Helmet Core
conarm:helmet_core:0, Manyullyn Helmet Core
conarm:helmet_core:0, Copper Helmet Core
conarm:helmet_core:0, Bronze Helmet Core
conarm:helmet_core:0, Lead Helmet Core
conarm:helmet_core:0, Silver Helmet Core
conarm:helmet_core:0, Electrum Helmet Core
conarm:helmet_core:0, Steel Helmet Core
conarm:helmet_core:0, Abyssalnite Helmet Core
conarm:helmet_core:0, Refined Coralium Helmet Core
conarm:helmet_core:0, Dreadium Helmet Core
conarm:helmet_core:0, Dragon Bone Helmet Core
conarm:helmet_core:0, Desert Myrmex Chitin Helmet Core
conarm:helmet_core:0, Jungle Myrmex Chitin Helmet Core
conarm:helmet_core:0, Fire Dragonsteel Helmet Core
conarm:helmet_core:0, Ice Dragonsteel Helmet Core
conarm:helmet_core:0, Frost Troll Leather Helmet Core
conarm:helmet_core:0, Tan Deathworm Chitin Helmet Core
conarm:helmet_core:0, Bronze Dragon Scales Helmet Core
conarm:helmet_core:0, Blue Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Purple Sea Serpent Scales Helmet Core
conarm:helmet_core:0, White Dragon Scales Helmet Core
conarm:helmet_core:0, White Deathworm Chitin Helmet Core
conarm:helmet_core:0, Brown Deathworm Chitin Helmet Core
conarm:helmet_core:0, Gray Dragon Scales Helmet Core
conarm:helmet_core:0, Sapphire Dragon Scales Helmet Core
conarm:helmet_core:0, Teal Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Blue Dragon Scales Helmet Core
conarm:helmet_core:0, Forest Troll Leather Helmet Core
conarm:helmet_core:0, Green Dragon Scales Helmet Core
conarm:helmet_core:0, Mountain Troll Leather Helmet Core
conarm:helmet_core:0, Bronze Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Red Dragon Scales Helmet Core
conarm:helmet_core:0, Deep Blue Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Red Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Green Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Silver Dragon Scales Helmet Core
conarm:helmet_core:0, Magical Wooden Helmet Core
conarm:helmet_core:0, Evil Infused Helmet Core
conarm:helmet_core:0, Enchanted Helmet Core
conarm:helmet_core:0, Demonic Helmet Core
conarm:helmet_core:0, Treated Wood Helmet Core
conarm:helmet_core:0, Constantan Helmet Core
conarm:helmet_core:0, Prosperity Shard Helmet Core
conarm:helmet_core:0, Soulium Helmet Core
conarm:helmet_core:0, Base Essence Helmet Core
conarm:helmet_core:0, Inferium Helmet Core
conarm:helmet_core:0, Prudentium Helmet Core
conarm:helmet_core:0, Intermedium Helmet Core
conarm:helmet_core:0, Superium Helmet Core
conarm:helmet_core:0, Supremium Helmet Core
conarm:helmet_core:0, Plastic Helmet Core
conarm:helmet_core:0, Pink Slime Helmet Core
conarm:helmet_core:0, Reinforced Pink Slime Helmet Core
conarm:helmet_core:0, Starmetal Helmet Core
conarm:helmet_core:0, Enderium Helmet Core
conarm:helmet_core:0, Amethyst Helmet Core
conarm:helmet_core:0, Thaumium Helmet Core
conarm:helmet_core:0, Tanzanite Helmet Core
conarm:helmet_core:0, Invar Helmet Core
conarm:helmet_core:0, Malachite Helmet Core
conarm:helmet_core:0, Fluix Crystal Helmet Core
conarm:helmet_core:0, Ruby Helmet Core
conarm:helmet_core:0, Desh Helmet Core
conarm:helmet_core:0, Emeradic Helmet Core
conarm:helmet_core:0, Lumium Helmet Core
conarm:helmet_core:0, Diamatine Helmet Core
conarm:helmet_core:0, Restonia Helmet Core
conarm:helmet_core:0, Saphire Helmet Core
conarm:helmet_core:0, Platinum Helmet Core
conarm:helmet_core:0, Certus Quartz Helmet Core
conarm:helmet_core:0, Topaz Helmet Core
conarm:helmet_core:0, Alumite Helmet Core
conarm:helmet_core:0, Iridium Helmet Core
conarm:helmet_core:0, Palis Helmet Core
conarm:helmet_core:0, Peridot Helmet Core
conarm:helmet_core:0, Enori Helmet Core
conarm:helmet_core:0, Amber Helmet Core
conarm:helmet_core:0, Black Quartz Helmet Core
conarm:helmet_core:0, Void Helmet Core
conarm:helmet_core:0, Nickel Helmet Core
conarm:helmet_core:0, Signalum Helmet Core
conarm:helmet_core:0, Cheese Helmet Core
conarm:helmet_core:0, Aeonsteel Helmet Core
conarm:helmet_core:0, Queensgold Helmet Core
conarm:helmet_core:0, Dogbearium Helmet Core
conarm:helmet_core:0, Sinisterium Helmet Core
conarm:helmet_core:0, Nihilite Helmet Core
conarm:helmet_core:0, Orichalcum Helmet Core
conarm:helmet_core:0, Pandorium Helmet Core
conarm:helmet_core:0, Rosegold Helmet Core
conarm:helmet_core:0, Platinum Helmet Core
conarm:helmet_core:0, Gold Helmet Core
conarm:helmet_core:0, Valyriansteel Helmet Core
conarm:helmet_core:0, Froststeel Helmet Core
conarm:helmet_core:0, Mithril Helmet Core
conarm:helmet_core:0, Black Wool Helmet Core
conarm:helmet_core:0, Red Wool Helmet Core
conarm:helmet_core:0, Green Wool Helmet Core
conarm:helmet_core:0, Brown Wool Helmet Core
conarm:helmet_core:0, Blue Wool Helmet Core
conarm:helmet_core:0, Purple Wool Helmet Core
conarm:helmet_core:0, Cyan Wool Helmet Core
conarm:helmet_core:0, Lightgray Wool Helmet Core
conarm:helmet_core:0, Gray Wool Helmet Core
conarm:helmet_core:0, Pink Wool Helmet Core
conarm:helmet_core:0, Lime Wool Helmet Core
conarm:helmet_core:0, Yellow Wool Helmet Core
conarm:helmet_core:0, Lightblue Wool Helmet Core
conarm:helmet_core:0, Magenta Wool Helmet Core
conarm:helmet_core:0, Orange Wool Helmet Core
conarm:helmet_core:0, White Wool Helmet Core
conarm:helmet_core:0, Silky Enchanted Helmet Core
conarm:helmet_core:0, Livingwood Helmet Core
conarm:helmet_core:0, Terrasteel Helmet Core
conarm:helmet_core:0, Mirion Helmet Core
conarm:helmet_core:0, Manasteel Helmet Core
conarm:helmet_core:0, Elementium Helmet Core
conarm:helmet_core:0, Red Matter Helmet Core
conarm:helmet_core:0, Dark Matter Helmet Core
conarm:helmet_core:0, Wyvern Helmet Core
conarm:helmet_core:0, Awakened Helmet Core
conarm:helmet_core:0, Chaotic Helmet Core
conarm:helmet_core:0, Emerald Helmet Core
conarm:armor_trim:0, Electrical Armor Trim
conarm:armor_trim:0, Energetic Armor Trim
conarm:armor_trim:0, Vibrant Armor Trim
conarm:armor_trim:0, Red Armor Trim
conarm:armor_trim:0, Conductive Armor Trim
conarm:armor_trim:0, Pulsating Armor Trim
conarm:armor_trim:0, Dark Armor Trim
conarm:armor_trim:0, Souled Armor Trim
conarm:armor_trim:0, Armor Trim of the End
conarm:armor_trim:0, Fake-Iron Armor Trim
conarm:armor_trim:0, Naga Scale Armor Trim
conarm:armor_trim:0, Steeleaf Armor Trim
conarm:armor_trim:0, Fiery Armor Trim
conarm:armor_trim:0, Knightly Armor Trim
conarm:armor_trim:0, Wooden Armor Trim
conarm:armor_trim:0, Stone Armor Trim
conarm:armor_trim:0, Flint Armor Trim
conarm:armor_trim:0, Cactus Armor Trim
conarm:armor_trim:0, Bone Armor Trim
conarm:armor_trim:0, Obsidian Armor Trim
conarm:armor_trim:0, Prismarine Armor Trim
conarm:armor_trim:0, End Armor Trim
conarm:armor_trim:0, Paper Armor Trim
conarm:armor_trim:0, Sponge Armor Trim
conarm:armor_trim:0, Firewood Armor Trim
conarm:armor_trim:0, Iron Armor Trim
conarm:armor_trim:0, Pig Iron Armor Trim
conarm:armor_trim:0, Knightslime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Magma Slime Armor Trim
conarm:armor_trim:0, Netherrack Armor Trim
conarm:armor_trim:0, Cobalt Armor Trim
conarm:armor_trim:0, Ardite Armor Trim
conarm:armor_trim:0, Manyullyn Armor Trim
conarm:armor_trim:0, Copper Armor Trim
conarm:armor_trim:0, Bronze Armor Trim
conarm:armor_trim:0, Lead Armor Trim
conarm:armor_trim:0, Silver Armor Trim
conarm:armor_trim:0, Electrum Armor Trim
conarm:armor_trim:0, Steel Armor Trim
conarm:armor_trim:0, Abyssalnite Armor Trim
conarm:armor_trim:0, Refined Coralium Armor Trim
conarm:armor_trim:0, Dreadium Armor Trim
conarm:armor_trim:0, Dragon Bone Armor Trim
conarm:armor_trim:0, Desert Myrmex Chitin Armor Trim
conarm:armor_trim:0, Jungle Myrmex Chitin Armor Trim
conarm:armor_trim:0, Fire Dragonsteel Armor Trim
conarm:armor_trim:0, Ice Dragonsteel Armor Trim
conarm:armor_trim:0, Frost Troll Leather Armor Trim
conarm:armor_trim:0, Tan Deathworm Chitin Armor Trim
conarm:armor_trim:0, Bronze Dragon Scales Armor Trim
conarm:armor_trim:0, Blue Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Purple Sea Serpent Scales Armor Trim
conarm:armor_trim:0, White Dragon Scales Armor Trim
conarm:armor_trim:0, White Deathworm Chitin Armor Trim
conarm:armor_trim:0, Brown Deathworm Chitin Armor Trim
conarm:armor_trim:0, Gray Dragon Scales Armor Trim
conarm:armor_trim:0, Sapphire Dragon Scales Armor Trim
conarm:armor_trim:0, Teal Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Blue Dragon Scales Armor Trim
conarm:armor_trim:0, Forest Troll Leather Armor Trim
conarm:armor_trim:0, Green Dragon Scales Armor Trim
conarm:armor_trim:0, Mountain Troll Leather Armor Trim
conarm:armor_trim:0, Bronze Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Red Dragon Scales Armor Trim
conarm:armor_trim:0, Deep Blue Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Red Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Green Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Silver Dragon Scales Armor Trim
conarm:armor_trim:0, Magical Wooden Armor Trim
conarm:armor_trim:0, Evil Infused Armor Trim
conarm:armor_trim:0, Enchanted Armor Trim
conarm:armor_trim:0, Demonic Armor Trim
conarm:armor_trim:0, Treated Wood Armor Trim
conarm:armor_trim:0, Constantan Armor Trim
conarm:armor_trim:0, Prosperity Shard Armor Trim
conarm:armor_trim:0, Soulium Armor Trim
conarm:armor_trim:0, Base Essence Armor Trim
conarm:armor_trim:0, Inferium Armor Trim
conarm:armor_trim:0, Prudentium Armor Trim
conarm:armor_trim:0, Intermedium Armor Trim
conarm:armor_trim:0, Superium Armor Trim
conarm:armor_trim:0, Supremium Armor Trim
conarm:armor_trim:0, Plastic Armor Trim
conarm:armor_trim:0, Pink Slime Armor Trim
conarm:armor_trim:0, Reinforced Pink Slime Armor Trim
conarm:armor_trim:0, Starmetal Armor Trim
conarm:armor_trim:0, Enderium Armor Trim
conarm:armor_trim:0, Amethyst Armor Trim
conarm:armor_trim:0, Thaumium Armor Trim
conarm:armor_trim:0, Tanzanite Armor Trim
conarm:armor_trim:0, Invar Armor Trim
conarm:armor_trim:0, Malachite Armor Trim
conarm:armor_trim:0, Fluix Crystal Armor Trim
conarm:armor_trim:0, Ruby Armor Trim
conarm:armor_trim:0, Desh Armor Trim
conarm:armor_trim:0, Emeradic Armor Trim
conarm:armor_trim:0, Lumium Armor Trim
conarm:armor_trim:0, Diamatine Armor Trim
conarm:armor_trim:0, Restonia Armor Trim
conarm:armor_trim:0, Saphire Armor Trim
conarm:armor_trim:0, Platinum Armor Trim
conarm:armor_trim:0, Certus Quartz Armor Trim
conarm:armor_trim:0, Topaz Armor Trim
conarm:armor_trim:0, Alumite Armor Trim
conarm:armor_trim:0, Iridium Armor Trim
conarm:armor_trim:0, Palis Armor Trim
conarm:armor_trim:0, Peridot Armor Trim
conarm:armor_trim:0, Enori Armor Trim
conarm:armor_trim:0, Amber Armor Trim
conarm:armor_trim:0, Black Quartz Armor Trim
conarm:armor_trim:0, Void Armor Trim
conarm:armor_trim:0, Nickel Armor Trim
conarm:armor_trim:0, Signalum Armor Trim
conarm:armor_trim:0, Cheese Armor Trim
conarm:armor_trim:0, Aeonsteel Armor Trim
conarm:armor_trim:0, Queensgold Armor Trim
conarm:armor_trim:0, Dogbearium Armor Trim
conarm:armor_trim:0, Sinisterium Armor Trim
conarm:armor_trim:0, Nihilite Armor Trim
conarm:armor_trim:0, Orichalcum Armor Trim
conarm:armor_trim:0, Pandorium Armor Trim
conarm:armor_trim:0, Rosegold Armor Trim
conarm:armor_trim:0, Platinum Armor Trim
conarm:armor_trim:0, Gold Armor Trim
conarm:armor_trim:0, Valyriansteel Armor Trim
conarm:armor_trim:0, Froststeel Armor Trim
conarm:armor_trim:0, Mithril Armor Trim
conarm:armor_trim:0, Black Wool Armor Trim
conarm:armor_trim:0, Red Wool Armor Trim
conarm:armor_trim:0, Green Wool Armor Trim
conarm:armor_trim:0, Brown Wool Armor Trim
conarm:armor_trim:0, Blue Wool Armor Trim
conarm:armor_trim:0, Purple Wool Armor Trim
conarm:armor_trim:0, Cyan Wool Armor Trim
conarm:armor_trim:0, Lightgray Wool Armor Trim
conarm:armor_trim:0, Gray Wool Armor Trim
conarm:armor_trim:0, Pink Wool Armor Trim
conarm:armor_trim:0, Lime Wool Armor Trim
conarm:armor_trim:0, Yellow Wool Armor Trim
conarm:armor_trim:0, Lightblue Wool Armor Trim
conarm:armor_trim:0, Magenta Wool Armor Trim
conarm:armor_trim:0, Orange Wool Armor Trim
conarm:armor_trim:0, White Wool Armor Trim
conarm:armor_trim:0, Silky Enchanted Armor Trim
conarm:armor_trim:0, Livingwood Armor Trim
conarm:armor_trim:0, Terrasteel Armor Trim
conarm:armor_trim:0, Mirion Armor Trim
conarm:armor_trim:0, Manasteel Armor Trim
conarm:armor_trim:0, Elementium Armor Trim
conarm:armor_trim:0, Red Matter Armor Trim
conarm:armor_trim:0, Dark Matter Armor Trim
conarm:armor_trim:0, Wyvern Armor Trim
conarm:armor_trim:0, Awakened Armor Trim
conarm:armor_trim:0, Chaotic Armor Trim
conarm:armor_trim:0, Emerald Armor Trim
conarm:armor_plate:0, Electrical Armor Plates
conarm:armor_plate:0, Energetic Armor Plates
conarm:armor_plate:0, Vibrant Armor Plates
conarm:armor_plate:0, Red Armor Plates
conarm:armor_plate:0, Conductive Armor Plates
conarm:armor_plate:0, Pulsating Armor Plates
